board,trajectories,evaluations,best_move
"8| . . . . . . . .
7| p . . . . k P .
6| . . . . . . . .
5| . . p . . . . .
4| . . p . . . . .
3| P . K p . . . .
2| . P . . . . . .
1| . . . . . . . .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 1
- Fullmove number: 48","['f7g8 c3d2 g8g7 a3a4 g7f6', 'a7a5 g7g8q f7g8 c3d2 g8g7', 'a7a6 c3c4 d3d2 g7g8q f7g8']","['-9.77 (centipawns)', '-11.35 (centipawns)', '-14.49 (centipawns)']",f7g8
"8| . . B . . r . k
7| p . p . . p p p
6| . . . . . n . .
5| . . . . . . . .
4| . P . . . . . .
3| P . . . . R . .
2| . . P . . . P P
1| R . . . . . K .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 25",['f8c8 a1d1 c8e8 f3d3 e8e6'],['4.95 (centipawns)'],f8c8
"8| N n . k . b . r
7| p p . . . p p p
6| . . . . . . . .
5| . . . . P . . .
4| . . . . . . b .
3| . . . P . . . .
2| P P P . . . P P
1| R . B n K B . R
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- Castling rights: White can castle kingside, White can castle queenside.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 11","['f8c5 f1e2 d1f2 h1f1 b8c6', 'f8b4 c2c3 d1c3 a2a3 b4a5']","['3.85 (centipawns)', '4.27 (centipawns)']",f8c5
"8| . . . . r . k .
7| p p b . . . p p
6| . . . . . . . .
5| . . . Q . . . .
4| . P . . . . . .
3| . . . . . . P .
2| P . . . . P . P
1| . . . . . R K .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 25","['g8f8 d5c5 e8e7 f1e1 c7d8', 'g8h8 d5f7 e8c8 f1c1 h7h6']","['8.82 (centipawns)', '10.64 (centipawns)']",g8f8
"8| r . b . . r k .
7| . p . . . p b p
6| . q . . p . p .
5| p . . p . . . .
4| P . . n . . . .
3| . B N . B . . .
2| . P P . . P P P
1| R . . Q R . K .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 15",['c3b5 e6e5 c2c3 f8e8 e3d4'],['4.07 (centipawns)'],c3b5
"8| . . . . . . . k
7| . . p . . q p .
6| . . p p . p . p
5| . . . . p N n .
4| . . . . P . . P
3| . P . P P . Q .
2| r . P . . R P .
1| . . . . . . K .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 30","['g5e6 g3g4 h6h5 g4f3 g7g6', 'a2a1 f2f1 a1f1 g1f1 g5e6', 'g5h7 g3f3 c6c5 f5g3 a2a1']","['0.07 (centipawns)', '0.00 (centipawns)', '0.38 (centipawns)']",g5e6
"8| . . . . . . . k
7| p . p . . . . p
6| . p . . . . p .
5| . . . B . . P .
4| . . . . . . . .
3| . . N . K . . .
2| P P P . . . . P
1| . . . . . b . .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 25","['h8g7 c3e4 h7h5 c2c4 c7c5', 'c7c5 c3e4 h8g7 c2c4 g7f8', 'f1a6 c3e4 a6c8 c2c4 h8g7', 'h7h6 h2h4 h8g7 e3f4 c7c5']","['6.18 (centipawns)', '6.14 (centipawns)', '6.02 (centipawns)', '6.12 (centipawns)']",h8g7
"8| . . r . . r k .
7| . p . . p p b .
6| p . . p . n p p
5| . . . . . . B .
4| . n P N . . . .
3| . P N b P . . P
2| . P . . . P P .
1| R . . B R . K .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 20","['g5f6 g7f6 a1a4 b4c6 c3d5', 'a1a4 h6g5 a4b4 c8b8 d1f3']","['0.00 (centipawns)', '-0.04 (centipawns)']",g5f6
"8| . . k . . . . .
7| . . . . . . . .
6| . . . . R . . .
5| . . . P P . . .
4| . . . . . N P .
3| . . . . . P . .
2| . P K . . . . .
1| . . . . . . . .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 1
- Fullmove number: 52","['c2d3 c8b7 g4g5 b7c7 d3e4', 'e6c6 c8b7 c2d3 b7b8 g4g5', 'c2d2 c8b7 d2d3 b7c8 g4g5', 'g4g5 c8b7 c2d3 b7c7 g5g6']","['Mate in -8', 'Mate in -8', 'Mate in -7', 'Mate in -6']",c2d3
"8| . . . . . . . .
7| . p . . . p k .
6| p P . . . . p .
5| . . . . . . . .
4| . . p . . . b q
3| . . P . . . . .
2| . . . . . . . .
1| . . . . . R K .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 1
- Fullmove number: 43",['f1f2 h4g3 f2g2 g3e1 g1h2'],['-11.46 (centipawns)'],f1f2
"8| . . . . . r r k
7| p p . . . . . p
6| . . . . . . . .
5| . . . . R . . p
4| . . . . . . . .
3| N . . . . N . .
2| P P . . . P P P
1| . . . . . R K .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 1
- Fullmove number: 19","['g1h1 g8g6 a3c4 a7a5 e5a5', 'e5e3 h5h4 h2h3 f8f6 g1h2', 'e5g5 g8g5 f3g5 h5h4 f2f3', 'f3g5 h5h4 a3c4 h7h6 g5e6']","['8.32 (centipawns)', '8.17 (centipawns)', '8.01 (centipawns)', '7.89 (centipawns)']",g1h1
"8| r . . q k b . r
7| p p p . . p . .
6| . . n p b p . p
5| . . . . p . . .
4| . . . . P . . .
3| P . N P . N . .
2| . P P . B P P P
1| R . . Q K . . R
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- Castling rights: White can castle kingside, White can castle queenside, Black can castle kingside, Black can castle queenside.
- No en passant target square.
- Halfmove clock: 1
- Fullmove number: 8","['f6f5 c3d5 e6d5 e4d5 c6e7', 'f8g7 d3d4 c6e7 e1g1 c7c6', 'c6e7 e1g1 c7c6 d3d4 f8g7']","['-0.15 (centipawns)', '0.19 (centipawns)', '-0.06 (centipawns)']",f6f5
"8| r n b q k b . r
7| p p p . . p p p
6| . . . . . . . .
5| . . . p . . . .
4| . . . . n . . .
3| . . . P N . . .
2| P P P . . P P P
1| R N B Q K B . R
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- Castling rights: White can castle kingside, White can castle queenside, Black can castle kingside, Black can castle queenside.
- No en passant target square.
- Halfmove clock: 1
- Fullmove number: 6","['e4f6 d3d4 f8e7 b1d2 e8g8', 'e4g5 d3d4 c7c6 c2c4 f8b4', 'e4c5 d3d4 c5e6 c2c4 c7c6']","['-0.29 (centipawns)', '0.13 (centipawns)', '0.26 (centipawns)']",e4f6
"8| . . . . . k . .
7| . . . . . p . p
6| . . p . . p . .
5| p p . b . . . .
4| . . . P . . . .
3| . P K . . P . P
2| . . . R . . P .
1| . . . . r . . .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 32","['d2b2 e1e3 c3c2 f6f5 h3h4', 'd2a2 a5a4 h3h4 e1e3 c3b4', 'c3c2 e1e3 b3b4 a5b4 h3h4', 'd2d3 b5b4 c3d2 e1b1 d2c2']","['-7.26 (centipawns)', '-7.85 (centipawns)', '-7.77 (centipawns)', '-7.35 (centipawns)']",d2b2
"8| r . . q n . . r
7| . . . p . p k .
6| p . . . . b p .
5| . p . b N B . p
4| . P . . . . . .
3| . . . . . . . Q
2| P B . . . . P P
1| R . . . . R . K
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 22","['d7d6 e5g6 f7g6 h3g3 d5f7', 'g6f5 f1f5 d5e6 a1e1 e6f5', 'd8e7 f5g6 f6e5 g6f7 d5f7']","['-3.65 (centipawns)', '-3.70 (centipawns)', '-3.40 (centipawns)']",d7d6
"8| r . b . k b . r
7| p p p . . p p p
6| . . n . p . . .
5| . . . p . q . P
4| . . . P . B . .
3| . . N . P N P .
2| P P . . . P . .
1| . . R Q K B . R
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- Castling rights: White can castle kingside, Black can castle kingside, Black can castle queenside.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 12","['g7g5 f3g5 e6e5 f1h3 e5f4', 'h7h6 f1d3 f5f6 c3b5 f8b4', 'f8e7 f1d3 f5g4 d3e2 g4f5', 'c8d7 f1d3 f5f6 f4g5 f6f3']","['6.67 (centipawns)', '6.14 (centipawns)', '6.36 (centipawns)', '7.44 (centipawns)']",g7g5
"8| r n b q k . . r
7| p . p . . p b .
6| . p . p . . p .
5| . . . N P . . n
4| . . . . . . . .
3| . . . . . Q . .
2| P P P P . . P P
1| R . B . K B . R
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- Castling rights: White can castle kingside, White can castle queenside, Black can castle kingside, Black can castle queenside.
- No en passant target square.
- Halfmove clock: 1
- Fullmove number: 13","['f1b5 c7c6 e1g1 e8g8 d5f6', 'd5f6 h5f6 f3a8 f6h5 g2g3', 'd2d4 c7c6 d5c3 d8h4 g2g3']","['-3.67 (centipawns)', '-3.98 (centipawns)', '-4.91 (centipawns)']",f1b5
"8| . . k r . b r .
7| p p . q . p . .
6| . . . p b Q . p
5| . . p . . . . .
4| . . . . P . . .
3| P . N . . . . .
2| . P P . B P P P
1| R . . . . R K .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 1
- Fullmove number: 14","['f1d1 c8b8 d1d2 f8g7 f6h4', 'e2b5 d7c7 c3d5 f8g7 f6f3', 'g2g3 c8b8 a1d1 f8g7 f6h4', 'c3d5 f8g7 f6h4 e6d5 e4d5']","['1.38 (centipawns)', '1.25 (centipawns)', '1.21 (centipawns)', '1.29 (centipawns)']",f1d1
"8| r n b q . r k .
7| p p p . p p b p
6| . . . p . n p .
5| . . . . . . . .
4| . . . P . . . .
3| . . . . P N . .
2| P P P . B P P P
1| R N B Q . R K .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 4
- Fullmove number: 6","['c2c4 c8f5 b1c3 f6e4 c3e4', 'b2b3 f8e8 c1b2 b8d7 c2c4', 'h2h3 b7b6 c2c4 c8b7 b1c3', 'b1c3 b7b6 e3e4 c8b7 e2d3']","['0.12 (centipawns)', '0.06 (centipawns)', '0.01 (centipawns)', '0.01 (centipawns)']",c2c4
"8| r . b q k b n r
7| p p . . . p p p
6| . . n . p . . .
5| . . p p . . . .
4| . . . P . B . .
3| . . P . P N . .
2| P P . . . P P P
1| R N . Q K B . R
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- Castling rights: White can castle kingside, White can castle queenside, Black can castle kingside, Black can castle queenside.
- No en passant target square.
- Halfmove clock: 2
- Fullmove number: 5","['g8f6 b1d2 f6h5 f4g5 f7f6', 'f8d6 f4g3 g8h6 f1d3 e8g8', 'f8e7 b1d2 g8f6 h2h3 e7d6', 'c5d4 e3d4 f8d6 f4d6 d8d6']","['0.20 (centipawns)', '0.20 (centipawns)', '0.06 (centipawns)', '0.38 (centipawns)']",g8f6
"8| . r . q . r k .
7| p . . . p p b p
6| . p . p . . p .
5| . . p P n . P .
4| . . . . P Q B .
3| . . N . . . . P
2| P P P . . P . .
1| R . . . R . K .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 2
- Fullmove number: 17","['f7f6 g1g2 b6b5 e1f1 b5b4', 'b6b5 h3h4 e5c4 f4g3 c4b2', 'e5c4 a2a4 f7f6 g5f6 g7f6']","['-2.13 (centipawns)', '-1.84 (centipawns)', '-1.79 (centipawns)']",f7f6
"8| r . . q . r k .
7| . p p . . p p .
6| p . . . p . . p
5| . . . . . . b .
4| . . . . b . P .
3| . . . . B . . .
2| P P P . B . . P
1| R . Q R . . K .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 3
- Fullmove number: 18","['d8f6 d1f1 f6g6 e3g5 g6g5', 'd8e7 e3g5 h6g5 c1e3 e4c2']","['-3.76 (centipawns)', '-3.79 (centipawns)']",d8f6
"8| . . . r k . . r
7| . p q . b p p p
6| p . . . p . . .
5| . . P . N n . .
4| . . . P b . . .
3| P . . Q . P . P
2| . B . . . . P .
1| . . R . . R K .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- Castling rights: Black can castle kingside.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 22","['f3e4 c7e5 e4f5 e5d5 f5e6', 'd3e4 d8d5 f1d1 e8g8 f3f4']","['0.10 (centipawns)', '-0.74 (centipawns)']",f3e4
"8| . . . . . . . .
7| . R . . . . . p
6| . . B . . . p .
5| . . . . . . . .
4| . . . . . . . P
3| . . . . . . P .
2| . p . . r . . K
1| . . k . . . . .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 2
- Fullmove number: 54","['h2h3 b2b1q b7b1 c1b1 c6d5', 'c6g2 b2b1q b7b1 c1b1 h2g1', 'h2g1 b2b1q b7b1 c1b1 c6f3', 'h2h1 b2b1q b7b1 c1b1 c6f3']","['-0.40 (centipawns)', '-0.36 (centipawns)', '-0.36 (centipawns)', '-0.44 (centipawns)']",h2h3
"8| . k . r . b . r
7| . b q . n p p .
6| p p . p p . . p
5| . . p . . . . .
4| . . P . P . . N
3| P P . . . . P B
2| . Q . N . P . P
1| R . . . . R K .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 1
- Fullmove number: 16","['a1b1 h8g8 h4g2 g7g5 g2e3', 'h4g2 h8g8 a1b1 g7g5 g2e3', 'a1a2 h8g8 h4g2 g7g5 g2e3', 'a1d1 h8g8 h4g2 g7g5 g2e3']","['-2.69 (centipawns)', '-2.67 (centipawns)', '-2.82 (centipawns)', '-2.91 (centipawns)']",a1b1
"8| . . . r . . n r
7| B k p . . p . .
6| . p . . q . p .
5| . . . . b . . p
4| . . . . P . . .
3| . . N . . . . .
2| P P . . Q P P P
1| R . . . . R K .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 2
- Fullmove number: 17",['a2a4 e5c3 b2c3 b7a7 a4a5'],['0.45 (centipawns)'],a2a4
"8| . . . . r . k b
7| p p . q . . r p
6| . . . n . . p .
5| . . . p . p . .
4| . . . P . Q . P
3| . . P B . . R .
2| P P . B . . P .
1| . . . . . R K .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 3
- Fullmove number: 25","['h4h5 e8e6 g3g5 d6f7 g5g3', 'a2a4 g7f7 h4h5 e8e6 h5g6', 'd2c1 d6e4 d3e4 e8e4 f4b8']","['0.82 (centipawns)', '0.24 (centipawns)', '0.48 (centipawns)']",h4h5
"8| r . . . . r k .
7| p p p . . p p .
6| . . . . . . . p
5| . . . . . . . .
4| . . B . . P . .
3| . . N . P q . b
2| P P . . . . . Q
1| R . R . . . K .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 6
- Fullmove number: 21","['a8d8 c1d1 h3e6 c4f1 f3e3', 'f8d8 c1d1 h3e6 c4f1 f3e3', 'h3e6 c4e2 f3e3 h2f2 e3b6', 'f3e3 h2f2 e3f2 g1f2 a8d8']","['0.54 (centipawns)', '0.69 (centipawns)', '0.73 (centipawns)', '0.74 (centipawns)']",a8d8
"8| . . . . r . k .
7| p . . . . p . .
6| . . . . r p . p
5| . . . . . . . .
4| . . P . . . . .
3| . P . . . . . .
2| P . . R . P P P
1| . . . R . . K .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 1
- Fullmove number: 24","['g1f1 g8g7 d2c2 f6f5 c4c5', 'g2g3 g8g7 g1g2 a7a5 d2c2', 'd2d8 e6e1 d1e1 e8d8 c4c5', 'f2f3 g8g7 g1f2 a7a5 d2c2']","['4.59 (centipawns)', '4.44 (centipawns)', '4.50 (centipawns)', '4.47 (centipawns)']",g1f1
"8| r . . . . . . k
7| . . p . . p . .
6| . . . . . . . p
5| . p . p N . . .
4| . p . P . . . B
3| . . Q . . . . .
2| P K . . . . . .
1| . . . . . . r .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 33",['b4c3 b2c3 h8g7 e5d7 a8a6'],['-6.68 (centipawns)'],b4c3
"8| r . b q k b n r
7| p p . . p p . p
6| . . n . . . p .
5| . . p . P . . .
4| . . . p . . . .
3| . . P P . N . P
2| P P . . . P P .
1| R N B Q K B . R
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- Castling rights: White can castle kingside, White can castle queenside, Black can castle kingside, Black can castle queenside.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 6","['f8g7 c1f4 f7f6 e5f6 g8f6', 'd8d5 d1b3 c8e6 b3b7 a8b8', 'g8h6 g2g3 f8g7 f1g2 d4c3']","['-0.46 (centipawns)', '-0.19 (centipawns)', '-0.14 (centipawns)']",f8g7
"8| . . . . . . . .
7| . . . . . . . .
6| . . . . . . . .
5| . . . K . . . .
4| . . P . . . k .
3| . . . . . . p .
2| . . . . . . . .
1| . . . . . . . Q
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 3
- Fullmove number: 59","['g4f4 h1e4 f4g5 c4c5 g5h5', 'g4g5 h1e4 g5f6 e4e5 f6g6', 'g4f5 h1f3 f5g6 c4c5 g3g2', 'g3g2 h1g2 g4f5 c4c5 f5f6']","['Mate in 7', 'Mate in 7', 'Mate in 6', 'Mate in 5']",g4f4
"8| . . . . . . . .
7| p p p . . p p .
6| . . . . . . . p
5| . . k . . . . .
4| . . P . K P n P
3| . P . . . . . .
2| . P . . . . . .
1| . . . . . . . .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 1
- Fullmove number: 30","['c5b4 e4d3 g4f6 d3c2 h6h5', 'g4f6 e4d3 c5b4 d3c2 h6h5', 'a7a6 e4d3 c5b4 d3c2 a6a5']","['-9.02 (centipawns)', '-9.33 (centipawns)', '-9.32 (centipawns)']",c5b4
"8| . . . k . b . r
7| p p p . p . . p
6| . . . . p . p .
5| . . . . . . . .
4| . . . . N . . .
3| . P . . P . . .
2| P B P . K P P n
1| R . . . . . . .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 16","['a1d1 d8e8 b2h8 h2g4 e4g5', 'b2h8 h2g4 a1d1 d8e8 e4g5']","['7.15 (centipawns)', '7.16 (centipawns)']",a1d1
"8| . . . . . . k .
7| p . q . r p . p
6| . p B . . b p .
5| . P . Q p . . .
4| . . P . . . . .
3| . . . . . . . P
2| P . . . . P P .
1| . . . R . . K .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 4
- Fullmove number: 28","['d5e4 h7h5 a2a4 h5h4 a4a5', 'd5d3 e7e6 d3e4 e6d6 c6d5', 'd1e1 g8g7 g2g3 e7e6 d5e4', 'g2g4 e5e4 d5d8 c7d8 d1d8']","['0.34 (centipawns)', '0.00 (centipawns)', '0.00 (centipawns)', '-0.01 (centipawns)']",d5e4
"8| . . . . . N . .
7| . b . . . . . .
6| p . . . . . p .
5| . p . . . p . .
4| . . . P . . . P
3| P . . . K . P .
2| . k . . . . . .
1| . . . . . . . .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 37","['f8g6 b2a3 h4h5 b5b4 g6e5', 'g3g4 f5g4 f8g6 g4g3 h4h5', 'e3f4 b2a3 f8g6 b5b4 h4h5']","['0.21 (centipawns)', '0.00 (centipawns)', '-0.32 (centipawns)']",f8g6
"8| . . k . . . . r
7| p p p . . . . p
6| . . . . . p . R
5| . . . . . . p .
4| . P . . . . . .
3| . . B . . . . .
2| P . K . . . . P
1| . . . . . . . .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 5
- Fullmove number: 31","['h8e8 c3f6 e8e2 c2b3 e2e3', 'h8d8 c3f6 d8d5 h6h7 d5f5', 'a7a5 c3f6 h8e8 b4a5 g5g4', 'g5g4 c3f6 h8g8 f6e5 g8g5']","['4.04 (centipawns)', '4.09 (centipawns)', '4.10 (centipawns)', '4.23 (centipawns)']",h8e8
"8| r . . q k b n r
7| p p . . . p p p
6| . . p . p . . .
5| . . . p . b . .
4| B n . P . . . .
3| . . N . P N . .
2| P P P . . P P P
1| R . B Q K . . R
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- Castling rights: White can castle kingside, White can castle queenside, Black can castle kingside, Black can castle queenside.
- No en passant target square.
- Halfmove clock: 2
- Fullmove number: 8","['d1e2 f8d6 a2a3 b4a6 a4c6', 'a2a3 b4a6 d1e2 f8d6 a4c6', 'f3e5 f8d6 d1e2 d6e5 d4e5']","['0.29 (centipawns)', '0.23 (centipawns)', '-0.02 (centipawns)']",d1e2
"8| r . b q . r k .
7| p p p p . p p p
6| . . n . . . . .
5| . B . . . . . .
4| . b . P n . . .
3| . . N . . N . .
2| P P . . . P P P
1| R . B Q . R K .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 2
- Fullmove number: 9",['c3e4 d7d5 e4g3 c8g4 b5c6'],['4.73 (centipawns)'],c3e4
"8| r . b . k . . r
7| p p . . b p p p
6| . q n . p n . .
5| . . . . . . . .
4| . . p P . B . .
3| . . P . P N . .
2| P . B . . P P P
1| R N . Q K . . R
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- Castling rights: White can castle kingside, White can castle queenside, Black can castle kingside, Black can castle queenside.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 10","['b1d2 b6a6 e3e4 b7b5 e1g1', 'f4g5 b6b2 b1d2 f6d5 g5e7', 'e1g1 f6d5 d1c1 d5f4 e3f4', 'f3e5 c6e5 f4e5 c8d7 e1g1']","['1.08 (centipawns)', '0.66 (centipawns)', '0.57 (centipawns)', '0.48 (centipawns)']",b1d2
"8| . . . . . . . .
7| . . . . . p . .
6| . . . . . K . .
5| . . . . P . . p
4| . . . . . . k .
3| . . . . . . . .
2| . . . . . . . .
1| . . . . . . . .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 2
- Fullmove number: 58",['f6f7 h5h4 e5e6 h4h3 e6e7'],['0.00 (centipawns)'],f6f7
"8| . . . . . . . r
7| p . N n . k . p
6| . p b . p q p Q
5| . . . p . p . .
4| . . . . . P . P
3| . . P . P . . .
2| P P . . . . P .
1| R . . . K B . R
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- Castling rights: White can castle kingside, White can castle queenside.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 17","['d7c5 h4h5 g6h5 h1h5 c5e4', 'c6a4 c7b5 a4b5 f1b5 d7c5', 'a7a5 c7b5 c6b5 f1b5 d7c5']","['5.17 (centipawns)', '5.45 (centipawns)', '5.43 (centipawns)']",d7c5
"8| . . . . . . . r
7| p . . p . p p .
6| . p p . p . p .
5| . k . . P . . .
4| . . . P . . P .
3| . P P . . Q . .
2| P . . . . P . r
1| R . . . K . R .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- Castling rights: White can castle queenside.
- No en passant target square.
- Halfmove clock: 1
- Fullmove number: 22","['f3d3 b5a5 b3b4 a5a4 d3a6', 'f3e2 b5a5 b3b4 a5a4 e2a6']","['Mate in 0', 'Mate in 0']",f3d3
"8| r n b q k b . r
7| p p . p p p p p
6| . . . . . . . .
5| . . p . . . . .
4| . . B . n . . .
3| . . . . . N . .
2| P P P P . P P P
1| R N B Q . R K .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- Castling rights: Black can castle kingside, Black can castle queenside.
- No en passant target square.
- Halfmove clock: 1
- Fullmove number: 4","['e7e6 f1e1 d7d5 c4f1 b8c6', 'd7d5 c4b3 e4f6 d2d4 c5c4', 'e4f6 d2d4 d7d5 c4e2 c5d4']","['-1.23 (centipawns)', '-1.40 (centipawns)', '-1.14 (centipawns)']",e7e6
"8| r . r . . . k .
7| p . . b p p . p
6| . q p . . . p .
5| . . R p . . . .
4| . P . P . . . .
3| P . . . P . P .
2| . . Q . . P B P
1| . . . . . R K .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 4
- Fullmove number: 24","['c2c3 a7a5 b4a5 b6b7 f1a1', 'c5a5 d7f5 c2b3 h7h5 g2f3', 'c2d2 a7a5 b4a5 b6b7 f1a1', 'e3e4 a7a5 e4d5 c6d5 g2d5']","['1.72 (centipawns)', '1.25 (centipawns)', '1.66 (centipawns)', '2.05 (centipawns)']",c2c3
"8| . r . . . . . .
7| p . R . . . . R
6| . k . N p . . .
5| . . . . . r . .
4| . . . . . . . .
3| . . . P . . . .
2| P P . . . . P P
1| . . . . K . . .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 2
- Fullmove number: 36","['f5f8 d6c4 b6b5 c4d6 b5b6', 'f5f4 d6c4 b6b5 h7h5 f4f5', 'f5g5 e1d2 g5g2 d2c3 g2g4']","['7.91 (centipawns)', '7.84 (centipawns)', '7.82 (centipawns)']",f5f8
"8| . . . r . . k .
7| p b . . . . q .
6| . p . p . n . .
5| . . . . p Q . p
4| . . . . . . . .
3| . . P . . P R .
2| P P . . . . P P
1| . . R . . . K .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 8
- Fullmove number: 26","['g7g3 f5e6 g8h7 h2g3 h7g6', 'f6g4 f5h5 b7c8 f3g4 d8f8']","['5.72 (centipawns)', '5.61 (centipawns)']",g7g3
